PassengerId,Survived,Probability
1162,1,0.5131794852933511
1163,0,0.12985284672853786
1164,1,0.9693888615825687
1165,1,0.627265779963392
1166,0,0.14008314758530196
1167,1,0.7964151290531427
1168,0,0.20005908061993147
1169,0,0.10808972274752372
1170,0,0.14548391817060927
1171,0,0.23724233755114923
1172,1,0.6783457951430167
1173,0,0.162217902610177
1174,1,0.6995784491659267
1175,1,0.76639427707029
1176,1,0.7484897376160554
1177,0,0.077237146539597
1178,0,0.10067600587197388
1179,1,0.5371462732785683
1180,0,0.23327120109304236
1181,0,0.10101710516643729
1182,0,0.38685206050959736
1183,1,0.6832700364586782
1184,0,0.14008552656674578
1185,1,0.5180052703811682
1186,0,0.07799456860148224
1187,0,0.10774253863586265
1188,1,0.9071437187168173
1189,0,0.0780536829660387
1190,0,0.37624662919713486
1191,0,0.09768291571661766
1192,0,0.08845514759184656
1193,1,0.5250300725257215
1194,0,0.11987207643246028
1195,0,0.11529949426747275
1196,1,0.6995784491659267
1197,1,0.7443536562960142
1198,0,0.048515366853952795
1199,0,0.21344157055486054
1200,0,0.2617444674175228
1201,0,0.40395327659516994
1202,0,0.13947596954792665
1203,0,0.16846678641816207
1204,0,0.10081445392966079
1205,1,0.6267246415233928
1206,1,0.9525066808127508
1207,1,0.7764335028417583
1208,0,0.4077867313683463
1209,0,0.2575341067384963
1210,0,0.10427980703063225
1211,0,0.14288040262573243
1212,0,0.1076879447652338
1213,0,0.25333612316838594
1214,1,0.6080477826880307
1215,0,0.3310036139656499
1216,1,0.9367151761320659
1217,0,0.11826602457059643
1218,1,0.9791014645533016
1219,0,0.36509780121912383
1220,0,0.15308402384332723
1221,0,0.24605610580899565
1222,1,0.6304910060617211
1223,1,0.5232326912849153
1224,0,0.14008314758530196
1225,1,0.6957094131204222
1226,0,0.10429807944170835
1227,1,0.8309711500047896
1228,0,0.17952812912442834
1229,0,0.08030474866388411
1230,0,0.23538561085104082
1231,0,0.14008552656674578
1232,0,0.26454455303174057
1233,0,0.0883809404656665
1234,0,0.03678025847062354
1235,1,0.9695730453308938
1236,0,0.06730801249385682
1237,1,0.7302380335230737
1238,0,0.21391590549319514
1239,1,0.6386540485515213
1240,0,0.22680498350710934
1241,1,0.7861656226528669
1242,1,0.9351619231966106
1243,0,0.21807979142456624
1244,0,0.3260192901346913
1245,0,0.07741742845680127
1246,1,0.7401727093130257
1247,0,0.33193563513939095
1248,1,0.8867715710507039
1249,0,0.10094419444839864
1250,0,0.12985284672853786
1251,1,0.5406417727070925
1252,0,0.010773738039749965
1253,1,0.8225520843888595
1254,1,0.7861656226528669
1255,0,0.1046353520907574
1256,1,0.9894456331896927
1257,0,0.3733741656547844
1258,0,0.10509849529994646
1259,1,0.7167523435373937
1260,1,0.8834552965258085
1261,0,0.26284677152389574
1262,0,0.18421612485711278
1263,1,0.9740196381777069
1264,0,0.31316695021273955
1265,0,0.12393516217845812
1266,1,0.941764467097676
1267,1,0.9565576614676731
1268,1,0.5150125320530508
1269,0,0.244749989708177
1270,0,0.31684386638477774
1271,0,0.051706926200498306
1272,0,0.12985284672853786
1273,0,0.1383617380058538
1274,1,0.6438024583871991
1275,1,0.6376784488681319
1276,0,0.20185228072580758
1277,1,0.7646238190466079
1278,0,0.11487449217157944
1279,0,0.08105041566941701
1280,0,0.16139986549077556
1281,0,0.07441580043158992
1282,1,0.6454853180430764
1283,1,0.8768410983885584
1284,0,0.14096656555862014
1285,0,0.11140489732809987
1286,0,0.03382277256762494
1287,1,0.9530138571468717
1288,0,0.1468863511889437
1289,1,0.9885576175313452
1290,0,0.12247480639772462
1291,0,0.11801404768512853
1292,1,0.9765530789405658
1293,0,0.11292299556071402
1294,1,0.9459095323380208
1295,0,0.4936232376026372
1296,0,0.3958194480520636
1297,0,0.48014643531893897
1298,0,0.17286872572506054
1299,1,0.518718375300417
1300,1,0.6995495916739721
1301,1,0.7357430728843933
1302,1,0.6995784491659267
1303,1,0.8732560534166016
1304,1,0.6365183703322228
1305,0,0.10101710516643729
1306,1,0.9613190692466241
1307,0,0.07100500568411651
1308,0,0.10101710516643729
1309,0,0.09827047733465427
